name,url,category,sub_category,price,price_per_unit,price_unit,quantity,weight_per_unit,weight_unit,energy_kj,energy_kcal,fat (g),of which saturates (g),carbohydrate (g),of which sugars (g),fibre (g),protein (g),salt (g),fatlow (g),of which saturateslow (g),of which sugarsmedium (g),saltlow (g),of which sugarshigh (g),saltmedium (g),of which sugarslow (g),salthigh (g),of which mono-unsaturates (g),fathigh (g),of which saturatesmedium (g),fatmedium (g),of which saturateshigh (g),sodium (g),energy value in kj (g),energy value in kcal (g),vitamin b1 (thiamin) (g),vitamin b2 (riboflavin) (g),niacin (g),vitamin b6 (g),folic acid / folate (g),iron (g),magnesium (g),of which polyvalents alcohols (g),phosphorus (g),mangan (g),vitamin b12 (g),vitamin d (g),pantothenic acid (g),calcium (g),folic acid (g),vitamin e (g),vitamin k (g),vitamin c (g),biotin (g),omega-3 fatty acids (g),potassium (g),zinc (g),alpha linolenic acid (omega-3 fatty acids) (g),water (g),omega-6 fatty acids (g),iodine (g),fluoride (g),of which starch (g),vitamin a (g),cholesterin (g),selen (g),caffeine (g),copper (g),silicon (g),bicarbonate (or hydrogen carbonate) (g),nitrate (g),sulfate (g),chloride (g),sulphate 4+ (g),minerals (g),vegetable sterine (g),chrome (g),molybdenum (g),lactose (g)
Spezial Stumpen,https://www.migros.ch/en/product/230531000000,meat-fish,cold-cuts,6.95,2.17,100g,1,320,g,1160,281,25,9,1,0.5,0.5,13,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwyzer Chäswürstli,https://www.migros.ch/en/product/230531500000,meat-fish,cold-cuts,6.3,2.63,100g,1,240,g,1201,290,,,1.2,,0.5,17,,,,,,,,0,2.1,,24,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engadiner Hauswurst 2 Stück,https://www.migros.ch/en/product/230532400000,meat-fish,cold-cuts,6.2,2.38,100g,1,260,g,937,225,,,1.3,,0.5,19,,,,,,,,0.8,3,,,,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/content/migmag-grissini,meat-fish,cold-cuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwartenwurst,https://www.migros.ch/en/product/230641300000,meat-fish,cold-cuts,6.95,2.17,100g,1,320,g,1450,350,,,1,,0.5,19,,,,,,,,1,2.1,,30,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beretta Hinterschinken,https://www.migros.ch/en/product/231502281100,meat-fish,cold-cuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyländer Bauernschinken,https://www.migros.ch/en/product/231505071000,meat-fish,cold-cuts,,,,,,,720,172,,,0.6,,0.5,20,,,,,,,1.5,0.5,,,,3.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic Schwartenmagen,https://www.migros.ch/en/product/233710170000,meat-fish,cold-cuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siedfleisch in Sulz gekocht,https://www.migros.ch/en/product/235001000000,meat-fish,cold-cuts,3.4,3.4,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porchetta,https://www.migros.ch/en/product/235320100000,meat-fish,cold-cuts,,,,,,,991,238,,,0.9,,0.5,18,,,,,,,,0.5,1.8,,18,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinterschinken,https://www.migros.ch/en/product/231502581300,meat-fish,cold-cuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malbuner Krustenschinken,https://www.migros.ch/en/product/231513555600,meat-fish,cold-cuts,,,,,,,,,,,0.7,,0.5,19,,,,,,,,0.5,1.6,,,4.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
